"household_ID","region","province","commune","fuel_deprived","sanitation_deprived","water_deprived","electricity_deprived","housing_deprived","mpi_living_standards","Living_Standards"
"883_66_2",7,2,"Kombissiri",1,1,1,1,0,0.8,0.2
"883_8_2",7,2,"Kombissiri",1,1,1,1,0,0.8,0.2
"884_105_2",7,2,"Kombissiri",1,NA,1,1,1,NA,NA
"884_110_2",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"884_117_2",7,2,"Kombissiri",1,0,1,1,0,0.6,0.4
"884_27_2",7,2,"Kombissiri",0,0,0,1,0,0.2,0.8
"884_4_2",7,2,"Kombissiri",1,0,0,1,0,0.4,0.6
"884_45_2",7,2,"Kombissiri",1,0,1,1,0,0.6,0.4
"884_50_2",7,2,"Kombissiri",1,1,0,0,0,0.4,0.6
"884_54_2",7,2,"Kombissiri",1,0,1,0,0,0.4,0.6
"884_7_2",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"884_76_2",7,2,"Kombissiri",1,NA,1,1,0,NA,NA
"884_79_2",7,2,"Kombissiri",1,NA,1,1,0,NA,NA
"884_85_2",7,2,"Kombissiri",1,NA,1,1,1,NA,NA
"885_116_2",7,2,"Kombissiri",1,1,1,1,0,0.8,0.2
"885_126_2",7,2,"Kombissiri",1,0,1,1,1,0.8,0.2
"885_133_2",7,2,"Kombissiri",1,0,1,1,0,0.6,0.4
"885_3_2",7,2,"Kombissiri",1,1,0,1,0,0.6,0.4
"885_35_2",7,2,"Kombissiri",1,1,1,0,0,0.6,0.4
"885_36_2",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"885_47_2",7,2,"Kombissiri",1,NA,1,0,0,NA,NA
"885_52_2",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"885_81_2",7,2,"Kombissiri",1,NA,1,1,1,NA,NA
"885_88_2",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"885_90_2",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"885_95_2",7,2,"Kombissiri",1,1,1,0,0,0.6,0.4
"886_108_1",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"886_127_1",7,2,"Kombissiri",1,NA,0,0,0,NA,NA
"886_22_1",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"886_27_1",7,2,"Kombissiri",1,1,0,0,0,0.4,0.6
"886_36_1",7,2,"Kombissiri",1,1,0,0,0,0.4,0.6
"886_40_1",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"886_47_1",7,2,"Kombissiri",1,1,0,0,0,0.4,0.6
"886_49_1",7,2,"Kombissiri",1,0,0,1,0,0.4,0.6
"886_52_1",7,2,"Kombissiri",1,1,0,0,0,0.4,0.6
"886_62_1",7,2,"Kombissiri",1,1,0,0,0,0.4,0.6
"886_68_1",7,2,"Kombissiri",1,0,0,1,0,0.4,0.6
"886_69_1",7,2,"Kombissiri",1,1,0,0,0,0.4,0.6
"887_100_2",7,2,"Kombissiri",1,1,1,1,1,1,0
"887_101_2",7,2,"Kombissiri",1,0,1,1,0,0.6,0.4
"887_103_2",7,2,"Kombissiri",1,1,1,1,0,0.8,0.2
"887_106_2",7,2,"Kombissiri",1,0,0,1,1,0.6,0.4
"887_118_2",7,2,"Kombissiri",1,0,1,1,0,0.6,0.4
"887_17_2",7,2,"Kombissiri",1,0,1,1,0,0.6,0.4
"887_2_2",7,2,"Kombissiri",0,0,0,0,0,0,1
"887_21_2",7,2,"Kombissiri",1,0,1,1,0,0.6,0.4
"887_42_2",7,2,"Kombissiri",1,0,1,1,1,0.8,0.2
"887_48_2",7,2,"Kombissiri",1,NA,1,1,1,NA,NA
"887_59_2",7,2,"Kombissiri",1,0,1,1,0,0.6,0.4
"887_71_2",7,2,"Kombissiri",1,0,1,1,0,0.6,0.4
"888_10_1",7,2,"Kombissiri",1,NA,0,1,0,NA,NA
"888_24_1",7,2,"Kombissiri",0,0,0,0,0,0,1
"888_35_1",7,2,"Kombissiri",1,0,1,0,0,0.4,0.6
"888_40_1",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"888_43_1",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"888_44_1",7,2,"Kombissiri",1,0,0,0,0,0.2,0.8
"888_49_1",7,2,"Kombissiri",0,0,0,0,0,0,1
"888_51_1",7,2,"Kombissiri",1,1,1,1,1,1,0
"888_57_1",7,2,"Kombissiri",1,NA,1,1,0,NA,NA
"888_59_1",7,2,"Kombissiri",1,1,1,1,0,0.8,0.2
"888_7_1",7,2,"Kombissiri",1,NA,1,1,0,NA,NA
"888_9_1",7,2,"Kombissiri",1,NA,1,1,0,NA,NA
"889_1_1",7,2,"Sapone",1,1,1,1,0,0.8,0.2
"889_2_1",7,2,"Sapone",1,0,1,1,0,0.6,0.4
"889_25_1",7,2,"Sapone",1,1,1,1,1,1,0
"889_30_1",7,2,"Sapone",1,0,1,1,0,0.6,0.4
"889_37_1",7,2,"Sapone",1,0,1,1,1,0.8,0.2
"889_40_1",7,2,"Sapone",1,1,1,1,0,0.8,0.2
"889_41_1",7,2,"Sapone",1,0,1,1,0,0.6,0.4
"889_60_1",7,2,"Sapone",1,1,0,1,1,0.8,0.2
"889_62_1",7,2,"Sapone",1,NA,0,1,0,NA,NA
"889_63_1",7,2,"Sapone",1,0,0,1,0,0.4,0.6
"889_66_1",7,2,"Sapone",1,1,0,1,0,0.6,0.4
"889_69_1",7,2,"Sapone",1,NA,1,1,1,NA,NA
"890_14_1",7,2,"Toece",1,NA,0,1,0,NA,NA
"890_15_1",7,2,"Toece",1,0,1,1,0,0.6,0.4
"890_26_1",7,2,"Toece",1,1,1,1,0,0.8,0.2
"890_3_1",7,2,"Toece",1,1,1,1,0,0.8,0.2
"890_33_1",7,2,"Toece",1,NA,1,1,0,NA,NA
"890_34_1",7,2,"Toece",1,0,1,1,0,0.6,0.4
"890_35_1",7,2,"Toece",1,NA,1,1,1,NA,NA
"890_50_1",7,2,"Toece",1,0,0,1,1,0.6,0.4
"890_57_1",7,2,"Toece",1,1,1,1,0,0.8,0.2
"890_6_1",7,2,"Toece",1,NA,1,1,0,NA,NA
"890_63_1",7,2,"Toece",1,1,0,1,0,0.6,0.4
"890_76_1",7,2,"Toece",1,1,1,1,0,0.8,0.2
"891_1_1",7,2,"Toece",1,1,0,1,1,0.8,0.2
"891_11_1",7,2,"Toece",1,NA,1,1,0,NA,NA
"891_12_1",7,2,"Toece",1,1,1,1,0,0.8,0.2
"891_13_1",7,2,"Toece",1,1,1,1,1,1,0
"891_53_1",7,2,"Toece",1,1,0,1,1,0.8,0.2
"891_54_1",7,2,"Toece",1,1,1,1,0,0.8,0.2
"891_56_1",7,2,"Toece",1,0,1,1,0,0.6,0.4
"891_62_1",7,2,"Toece",1,1,0,1,1,0.8,0.2
"891_63_1",7,2,"Toece",1,0,1,1,0,0.6,0.4
"891_71_1",7,2,"Toece",1,0,1,1,0,0.6,0.4
"891_75_1",7,2,"Toece",1,1,1,1,0,0.8,0.2
"891_76_1",7,2,"Toece",1,1,1,1,0,0.8,0.2
"892_12_2",7,16,"Guiaro",1,NA,1,1,1,NA,NA
"892_2_2",7,16,"Guiaro",1,0,1,1,1,0.8,0.2
"892_39_2",7,16,"Guiaro",1,NA,1,1,1,NA,NA
"892_42_2",7,16,"Guiaro",1,NA,1,1,0,NA,NA
"892_43_2",7,16,"Guiaro",1,1,1,1,1,1,0
"892_5_2",7,16,"Guiaro",1,NA,1,1,1,NA,NA
"892_60_2",7,16,"Guiaro",1,NA,0,1,0,NA,NA
"892_61_2",7,16,"Guiaro",1,NA,1,1,0,NA,NA
"892_65_2",7,16,"Guiaro",1,0,1,1,0,0.6,0.4
"892_66_2",7,16,"Guiaro",1,NA,0,1,0,NA,NA
"892_7_2",7,16,"Guiaro",1,NA,1,1,1,NA,NA
"892_8_2",7,16,"Guiaro",1,NA,1,1,1,NA,NA
"893_13_2",7,16,"Pô",1,1,1,1,0,0.8,0.2
"893_15_2",7,16,"Pô",1,1,1,1,0,0.8,0.2
"893_29_2",7,16,"Pô",1,1,1,1,0,0.8,0.2
"893_3_2",7,16,"Pô",1,NA,1,1,0,NA,NA
"893_4_2",7,16,"Pô",1,NA,1,1,0,NA,NA
"893_48_2",7,16,"Pô",1,NA,1,1,0,NA,NA
"893_5_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"893_57_2",7,16,"Pô",1,1,1,1,0,0.8,0.2
"893_63_2",7,16,"Pô",1,NA,1,1,0,NA,NA
"893_68_2",7,16,"Pô",1,NA,0,0,0,NA,NA
"893_76_2",7,16,"Pô",1,NA,0,0,0,NA,NA
"893_81_2",7,16,"Pô",1,0,0,1,0,0.4,0.6
"894_117_2",7,16,"Pô",1,0,0,0,0,0.2,0.8
"894_14_2",7,16,"Pô",1,0,0,0,0,0.2,0.8
"894_15_2",7,16,"Pô",1,1,1,0,0,0.6,0.4
"894_24_2",7,16,"Pô",1,0,0,0,0,0.2,0.8
"894_31_2",7,16,"Pô",1,1,0,0,0,0.4,0.6
"894_49_2",7,16,"Pô",1,1,1,1,0,0.8,0.2
"894_5_2",7,16,"Pô",1,0,0,0,0,0.2,0.8
"894_52_2",7,16,"Pô",1,0,0,0,0,0.2,0.8
"894_73_2",7,16,"Pô",1,0,0,0,0,0.2,0.8
"894_84_2",7,16,"Pô",0,0,0,0,0,0,1
"894_87_2",7,16,"Pô",1,0,0,0,0,0.2,0.8
"894_97_2",7,16,"Pô",1,0,0,1,0,0.4,0.6
"895_106_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"895_113_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"895_117_2",7,16,"Pô",1,0,0,1,0,0.4,0.6
"895_17_2",7,16,"Pô",1,1,1,1,0,0.8,0.2
"895_40_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"895_55_2",7,16,"Pô",0,NA,1,1,0,NA,NA
"895_7_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"895_72_2",7,16,"Pô",1,1,0,1,0,0.6,0.4
"895_78_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"895_81_2",7,16,"Pô",1,1,0,1,0,0.6,0.4
"895_84_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"895_94_2",7,16,"Pô",1,0,0,1,0,0.4,0.6
"896_12_1",7,16,"Pô",1,1,1,1,0,0.8,0.2
"896_14_1",7,16,"Pô",1,0,0,1,0,0.4,0.6
"896_16_1",7,16,"Pô",1,1,1,1,0,0.8,0.2
"896_2_1",7,16,"Pô",1,1,1,1,0,0.8,0.2
"896_3_1",7,16,"Pô",1,1,1,1,0,0.8,0.2
"896_41_1",7,16,"Pô",1,NA,0,1,0,NA,NA
"896_44_1",7,16,"Pô",1,NA,1,1,0,NA,NA
"896_58_1",7,16,"Pô",1,1,1,1,0,0.8,0.2
"896_68_1",7,16,"Pô",1,0,1,1,0,0.6,0.4
"896_69_1",7,16,"Pô",1,NA,1,1,0,NA,NA
"896_7_1",7,16,"Pô",1,0,1,1,0,0.6,0.4
"896_9_1",7,16,"Pô",1,1,0,1,0,0.6,0.4
"897_17_1",7,16,"Pô",1,0,0,0,0,0.2,0.8
"897_20_1",7,16,"Pô",1,1,0,0,0,0.4,0.6
"897_25_1",7,16,"Pô",1,NA,0,1,0,NA,NA
"897_26_1",7,16,"Pô",1,1,0,1,0,0.6,0.4
"897_3_1",7,16,"Pô",1,1,0,0,0,0.4,0.6
"897_30_1",7,16,"Pô",1,0,0,0,0,0.2,0.8
"897_33_1",7,16,"Pô",1,1,0,0,0,0.4,0.6
"897_35_1",7,16,"Pô",1,0,0,0,0,0.2,0.8
"897_43_1",7,16,"Pô",1,1,0,1,0,0.6,0.4
"897_44_1",7,16,"Pô",1,0,0,1,0,0.4,0.6
"897_47_1",7,16,"Pô",1,NA,0,1,0,NA,NA
"897_6_1",7,16,"Pô",1,0,0,0,0,0.2,0.8
"898_18_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"898_230_2",7,16,"Pô",1,1,0,1,0,0.6,0.4
"898_288_2",7,16,"Pô",1,1,0,1,0,0.6,0.4
"898_304_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"898_310_2",7,16,"Pô",1,0,0,1,0,0.4,0.6
"898_319_2",7,16,"Pô",1,0,0,1,0,0.4,0.6
"898_324_2",7,16,"Pô",1,1,1,1,0,0.8,0.2
"898_360_2",7,16,"Pô",1,0,0,1,0,0.4,0.6
"898_361_2",7,16,"Pô",1,0,0,1,0,0.4,0.6
"898_65_2",7,16,"Pô",1,NA,0,1,0,NA,NA
"898_80_2",7,16,"Pô",1,1,1,1,0,0.8,0.2
"898_9_2",7,16,"Pô",1,0,0,1,0,0.4,0.6
"899_100_1",7,16,"Pô",1,1,0,0,0,0.4,0.6
"899_109_1",7,16,"Pô",1,1,1,0,0,0.6,0.4
"899_139_1",7,16,"Pô",1,1,0,0,0,0.4,0.6
"899_153_1",7,16,"Pô",0,0,0,0,0,0,1
"899_155_1",7,16,"Pô",1,0,0,0,0,0.2,0.8
"899_34_1",7,16,"Pô",1,1,0,0,0,0.4,0.6
"899_50_1",7,16,"Pô",0,1,0,0,0,0.2,0.8
"899_59_1",7,16,"Pô",1,1,0,1,1,0.8,0.2
"899_64_1",7,16,"Pô",0,0,0,0,0,0,1
"899_8_1",7,16,"Pô",1,0,0,0,0,0.2,0.8
"899_85_1",7,16,"Pô",1,1,0,1,0,0.6,0.4
"899_93_1",7,16,"Pô",1,0,0,0,0,0.2,0.8
"900_15_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"900_2_1",7,16,"Tiebele",1,1,1,1,1,1,0
"900_29_1",7,16,"Tiebele",1,1,1,1,1,1,0
"900_34_1",7,16,"Tiebele",1,1,0,1,0,0.6,0.4
"900_4_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"900_40_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"900_5_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"900_60_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"900_66_1",7,16,"Tiebele",1,NA,1,1,1,NA,NA
"900_77_1",7,16,"Tiebele",1,NA,1,1,1,NA,NA
"900_88_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"900_91_1",7,16,"Tiebele",1,NA,1,1,0,NA,NA
"901_14_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"901_15_1",7,16,"Tiebele",1,NA,1,1,0,NA,NA
"901_20_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"901_26_1",7,16,"Tiebele",1,NA,1,1,0,NA,NA
"901_3_1",7,16,"Tiebele",1,NA,1,1,0,NA,NA
"901_32_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"901_34_1",7,16,"Tiebele",1,NA,1,1,0,NA,NA
"901_38_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"901_42_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"901_55_1",7,16,"Tiebele",1,NA,1,1,1,NA,NA
"901_72_1",7,16,"Tiebele",1,NA,0,1,1,NA,NA
"901_73_1",7,16,"Tiebele",1,NA,0,1,0,NA,NA
"902_109_1",7,16,"Zecco",1,1,0,1,0,0.6,0.4
"902_135_1",7,16,"Zecco",1,0,0,1,0,0.4,0.6
"902_141_1",7,16,"Zecco",1,0,0,0,0,0.2,0.8
"902_152_1",7,16,"Zecco",1,1,1,1,0,0.8,0.2
"902_156_1",7,16,"Zecco",1,0,1,1,0,0.6,0.4
"902_49_1",7,16,"Zecco",1,NA,1,1,0,NA,NA
"902_64_1",7,16,"Zecco",1,1,1,1,0,0.8,0.2
"902_7_1",7,16,"Zecco",1,NA,0,1,0,NA,NA
"902_71_1",7,16,"Zecco",1,1,0,1,0,0.6,0.4
"902_87_1",7,16,"Zecco",1,NA,0,1,0,NA,NA
"902_90_1",7,16,"Zecco",1,1,1,1,0,0.8,0.2
"902_98_1",7,16,"Zecco",1,1,1,1,0,0.8,0.2
"903_15_1",7,16,"Ziou",1,NA,0,1,0,NA,NA
"903_18_1",7,16,"Ziou",1,NA,1,1,0,NA,NA
"903_23_1",7,16,"Ziou",1,0,0,1,0,0.4,0.6
"903_28_1",7,16,"Ziou",1,1,1,1,0,0.8,0.2
"903_45_1",7,16,"Ziou",1,NA,0,1,0,NA,NA
"903_50_1",7,16,"Ziou",1,NA,1,1,0,NA,NA
"903_51_1",7,16,"Ziou",1,NA,1,1,0,NA,NA
"903_52_1",7,16,"Ziou",1,NA,0,1,0,NA,NA
"903_58_1",7,16,"Ziou",1,NA,1,1,0,NA,NA
"903_63_1",7,16,"Ziou",1,NA,0,1,0,NA,NA
"903_64_1",7,16,"Ziou",1,NA,1,1,1,NA,NA
"903_65_1",7,16,"Ziou",1,0,1,1,0,0.6,0.4
"904_114_2",7,30,"Bere",1,NA,1,1,0,NA,NA
"904_136_2",7,30,"Bere",1,NA,1,1,1,NA,NA
"904_33_2",7,30,"Bere",1,1,1,1,0,0.8,0.2
"904_4_2",7,30,"Bere",1,NA,1,1,0,NA,NA
"904_45_2",7,30,"Bere",1,NA,1,1,0,NA,NA
"904_47_2",7,30,"Bere",1,1,1,1,0,0.8,0.2
"904_53_2",7,30,"Bere",1,0,1,1,0,0.6,0.4
"904_55_2",7,30,"Bere",1,1,1,1,1,1,0
"904_63_2",7,30,"Bere",1,1,1,1,0,0.8,0.2
"904_77_2",7,30,"Bere",1,NA,1,1,0,NA,NA
"904_82_2",7,30,"Bere",1,NA,1,1,0,NA,NA
"904_88_2",7,30,"Bere",1,1,1,1,0,0.8,0.2
"905_10_2",7,30,"Binde",1,1,0,1,1,0.8,0.2
"905_14_2",7,30,"Binde",1,1,0,1,0,0.6,0.4
"905_18_2",7,30,"Binde",1,1,0,1,0,0.6,0.4
"905_21_2",7,30,"Binde",1,0,0,1,1,0.6,0.4
"905_31_2",7,30,"Binde",1,1,1,1,0,0.8,0.2
"905_32_2",7,30,"Binde",1,1,0,1,0,0.6,0.4
"905_34_2",7,30,"Binde",1,1,0,1,1,0.8,0.2
"905_44_2",7,30,"Binde",1,NA,0,1,1,NA,NA
"905_49_2",7,30,"Binde",1,1,1,1,0,0.8,0.2
"905_6_2",7,30,"Binde",1,1,0,1,1,0.8,0.2
"905_8_2",7,30,"Binde",1,0,0,1,1,0.6,0.4
"905_9_2",7,30,"Binde",1,0,0,1,1,0.6,0.4
"906_104_2",7,30,"Gogo",1,0,0,1,1,0.6,0.4
"906_114_2",7,30,"Gogo",1,1,0,1,0,0.6,0.4
"906_12_2",7,30,"Gogo",1,NA,1,1,1,NA,NA
"906_21_2",7,30,"Gogo",1,0,0,1,0,0.4,0.6
"906_40_2",7,30,"Gogo",1,1,0,1,0,0.6,0.4
"906_44_2",7,30,"Gogo",1,0,0,1,1,0.6,0.4
"906_59_2",7,30,"Gogo",1,0,0,1,0,0.4,0.6
"906_6_2",7,30,"Gogo",1,1,1,1,0,0.8,0.2
"906_60_2",7,30,"Gogo",1,1,0,1,1,0.8,0.2
"906_66_2",7,30,"Gogo",1,1,0,1,1,0.8,0.2
"906_82_2",7,30,"Gogo",1,1,0,1,0,0.6,0.4
"906_93_2",7,30,"Gogo",1,1,0,1,0,0.6,0.4
"907_11_1",7,30,"Gogo",1,NA,0,1,0,NA,NA
"907_13_1",7,30,"Gogo",1,1,0,1,1,0.8,0.2
"907_15_1",7,30,"Gogo",1,1,0,1,0,0.6,0.4
"907_17_1",7,30,"Gogo",1,NA,0,1,0,NA,NA
"907_23_1",7,30,"Gogo",1,0,0,1,0,0.4,0.6
"907_24_1",7,30,"Gogo",1,1,0,1,0,0.6,0.4
"907_31_1",7,30,"Gogo",1,NA,0,1,0,NA,NA
"907_40_1",7,30,"Gogo",1,NA,1,1,1,NA,NA
"907_6_1",7,30,"Gogo",1,1,0,1,0,0.6,0.4
"907_61_1",7,30,"Gogo",1,1,0,1,0,0.6,0.4
"907_65_1",7,30,"Gogo",1,NA,1,1,1,NA,NA
"907_70_1",7,30,"Gogo",1,1,1,1,0,0.8,0.2
"908_10_1",7,30,"Gomboussougou",1,1,0,1,0,0.6,0.4
"908_138_1",7,30,"Gomboussougou",1,1,1,1,0,0.8,0.2
"908_147_1",7,30,"Gomboussougou",1,1,1,1,0,0.8,0.2
"908_151_1",7,30,"Gomboussougou",1,1,0,0,0,0.4,0.6
"908_158_1",7,30,"Gomboussougou",1,1,0,0,0,0.4,0.6
"908_182_1",7,30,"Gomboussougou",1,1,0,1,0,0.6,0.4
"908_19_1",7,30,"Gomboussougou",1,1,0,1,0,0.6,0.4
"908_195_1",7,30,"Gomboussougou",1,1,0,0,0,0.4,0.6
"908_206_1",7,30,"Gomboussougou",1,1,1,0,0,0.6,0.4
"908_31_1",7,30,"Gomboussougou",1,NA,0,0,0,NA,NA
"908_35_1",7,30,"Gomboussougou",1,NA,0,0,0,NA,NA
"908_52_1",7,30,"Gomboussougou",1,NA,0,1,0,NA,NA
"909_115_2",7,30,"Gomboussougou",1,NA,0,1,0,NA,NA
"909_117_2",7,30,"Gomboussougou",1,1,0,1,0,0.6,0.4
"909_122_2",7,30,"Gomboussougou",1,0,0,1,1,0.6,0.4
"909_138_2",7,30,"Gomboussougou",1,1,0,1,0,0.6,0.4
"909_159_2",7,30,"Gomboussougou",1,NA,0,1,1,NA,NA
"909_191_2",7,30,"Gomboussougou",1,0,0,1,0,0.4,0.6
"909_212_2",7,30,"Gomboussougou",1,1,1,1,0,0.8,0.2
"909_216_2",7,30,"Gomboussougou",1,1,0,1,0,0.6,0.4
"909_47_2",7,30,"Gomboussougou",1,0,0,1,0,0.4,0.6
"909_51_2",7,30,"Gomboussougou",1,0,1,1,0,0.6,0.4
"909_55_2",7,30,"Gomboussougou",1,1,0,1,0,0.6,0.4
"909_96_2",7,30,"Gomboussougou",1,0,0,1,0,0.4,0.6
"910_11_2",7,30,"Guiba",1,NA,0,1,1,NA,NA
"910_17_2",7,30,"Guiba",1,NA,1,1,0,NA,NA
"910_2_2",7,30,"Guiba",1,0,0,1,0,0.4,0.6
"910_23_2",7,30,"Guiba",1,0,0,1,0,0.4,0.6
"910_27_2",7,30,"Guiba",1,NA,0,1,1,NA,NA
"910_45_2",7,30,"Guiba",1,NA,0,1,1,NA,NA
"910_50_2",7,30,"Guiba",1,0,0,1,1,0.6,0.4
"910_51_2",7,30,"Guiba",1,1,0,1,0,0.6,0.4
"910_62_2",7,30,"Guiba",1,NA,0,1,0,NA,NA
"910_71_2",7,30,"Guiba",1,1,1,1,0,0.8,0.2
"910_84_2",7,30,"Guiba",1,NA,0,1,0,NA,NA
"910_86_2",7,30,"Guiba",1,NA,0,1,0,NA,NA
"911_106_2",7,30,"Manga",1,1,0,1,1,0.8,0.2
"911_109_2",7,30,"Manga",1,0,0,1,0,0.4,0.6
"911_11_2",7,30,"Manga",1,1,1,1,0,0.8,0.2
"911_112_2",7,30,"Manga",1,0,0,1,0,0.4,0.6
"911_28_2",7,30,"Manga",1,0,0,1,0,0.4,0.6
"911_37_2",7,30,"Manga",1,NA,0,1,1,NA,NA
"911_4_2",7,30,"Manga",1,NA,1,1,0,NA,NA
"911_46_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"911_59_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"911_60_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"911_62_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"911_70_2",7,30,"Manga",1,1,0,1,1,0.8,0.2
"912_12_2",7,30,"Manga",1,0,0,0,0,0.2,0.8
"912_17_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"912_18_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"912_23_2",7,30,"Manga",1,1,0,0,0,0.4,0.6
"912_26_2",7,30,"Manga",1,1,0,0,0,0.4,0.6
"912_29_2",7,30,"Manga",1,0,0,0,0,0.2,0.8
"912_33_2",7,30,"Manga",1,0,0,0,0,0.2,0.8
"912_34_2",7,30,"Manga",0,0,0,0,0,0,1
"912_36_2",7,30,"Manga",1,0,0,0,0,0.2,0.8
"912_37_2",7,30,"Manga",1,0,0,0,0,0.2,0.8
"912_6_2",7,30,"Manga",1,0,0,0,0,0.2,0.8
"912_8_2",7,30,"Manga",0,0,0,0,0,0,1
"913_15_1",7,30,"Manga",1,0,1,0,0,0.4,0.6
"913_18_1",7,30,"Manga",1,1,1,1,0,0.8,0.2
"913_21_1",7,30,"Manga",1,0,0,1,0,0.4,0.6
"913_38_1",7,30,"Manga",1,0,0,0,0,0.2,0.8
"913_40_1",7,30,"Manga",1,1,0,0,0,0.4,0.6
"913_46_1",7,30,"Manga",1,0,0,0,1,0.4,0.6
"913_47_1",7,30,"Manga",1,0,1,0,0,0.4,0.6
"913_69_1",7,30,"Manga",1,0,0,0,0,0.2,0.8
"913_7_1",7,30,"Manga",1,1,1,0,0,0.6,0.4
"913_71_1",7,30,"Manga",1,0,0,0,0,0.2,0.8
"913_81_1",7,30,"Manga",1,1,0,0,0,0.4,0.6
"913_82_1",7,30,"Manga",1,1,0,0,0,0.4,0.6
"914_108_1",7,30,"Manga",1,1,0,0,0,0.4,0.6
"914_136_1",7,30,"Manga",0,1,0,0,0,0.2,0.8
"914_14_1",7,30,"Manga",1,1,0,0,0,0.4,0.6
"914_150_1",7,30,"Manga",1,0,1,1,0,0.6,0.4
"914_19_1",7,30,"Manga",1,1,0,0,0,0.4,0.6
"914_23_1",7,30,"Manga",0,1,0,0,0,0.2,0.8
"914_33_1",7,30,"Manga",1,0,1,0,0,0.4,0.6
"914_63_1",7,30,"Manga",1,0,0,0,0,0.2,0.8
"914_75_1",7,30,"Manga",0,1,0,0,0,0.2,0.8
"914_79_1",7,30,"Manga",1,1,0,0,0,0.4,0.6
"914_84_1",7,30,"Manga",1,0,0,0,0,0.2,0.8
"914_87_1",7,30,"Manga",1,0,0,0,0,0.2,0.8
"915_100_2",7,30,"Manga",0,0,0,0,0,0,1
"915_104_2",7,30,"Manga",1,0,0,0,0,0.2,0.8
"915_112_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"915_129_2",7,30,"Manga",1,0,0,1,0,0.4,0.6
"915_131_2",7,30,"Manga",1,0,1,0,0,0.4,0.6
"915_38_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"915_43_2",7,30,"Manga",1,1,1,1,0,0.8,0.2
"915_57_2",7,30,"Manga",1,NA,1,1,0,NA,NA
"915_6_2",7,30,"Manga",1,1,1,1,0,0.8,0.2
"915_7_2",7,30,"Manga",0,0,0,1,0,0.2,0.8
"915_73_2",7,30,"Manga",1,1,0,1,1,0.8,0.2
"915_88_2",7,30,"Manga",1,NA,0,1,0,NA,NA
"916_101_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"916_13_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"916_16_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"916_3_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"916_41_2",7,30,"Manga",1,1,0,1,0,0.6,0.4
"916_43_2",7,30,"Manga",1,0,1,1,0,0.6,0.4
"916_47_2",7,30,"Manga",1,1,1,1,0,0.8,0.2
"916_68_2",7,30,"Manga",0,0,0,1,1,0.4,0.6
"916_79_2",7,30,"Manga",1,NA,0,1,0,NA,NA
"916_80_2",7,30,"Manga",1,0,0,1,0,0.4,0.6
"916_84_2",7,30,"Manga",1,NA,0,1,1,NA,NA
"916_93_2",7,30,"Manga",1,NA,0,1,0,NA,NA
"917_121_1",7,30,"Manga",1,NA,0,1,0,NA,NA
"917_13_1",7,30,"Manga",1,0,0,1,0,0.4,0.6
"917_14_1",7,30,"Manga",1,0,0,1,0,0.4,0.6
"917_178_1",7,30,"Manga",1,NA,0,1,0,NA,NA
