"household_ID","region","province","commune","fuel_deprived","sanitation_deprived","water_deprived","electricity_deprived","housing_deprived","mpi_living_standards","Living_Standards"
"1155_155_1",8,8,"Bogande",1,NA,1,1,0,NA,NA
"1155_189_1",8,8,"Bogande",1,NA,1,1,1,NA,NA
"1155_207_1",8,8,"Bogande",1,NA,0,1,1,NA,NA
"1155_230_1",8,8,"Bogande",1,1,0,1,0,0.6,0.4
"1155_263_1",8,8,"Bogande",1,NA,0,1,1,NA,NA
"1155_42_1",8,8,"Bogande",1,1,1,1,1,1,0
"1155_7_1",8,8,"Bogande",1,0,0,0,1,0.4,0.6
"1155_86_1",8,8,"Bogande",1,NA,1,1,0,NA,NA
"1155_94_1",8,8,"Bogande",1,NA,1,1,1,NA,NA
"1156_2_1",8,9,"Diabo",1,1,0,1,1,0.8,0.2
"1156_29_1",8,9,"Diabo",1,1,1,1,0,0.8,0.2
"1156_30_1",8,9,"Diabo",1,1,1,1,1,1,0
"1156_42_1",8,9,"Diabo",1,NA,0,1,1,NA,NA
"1156_46_1",8,9,"Diabo",1,1,1,1,1,1,0
"1156_49_1",8,9,"Diabo",1,1,1,1,0,0.8,0.2
"1156_5_1",8,9,"Diabo",1,NA,1,1,1,NA,NA
"1156_59_1",8,9,"Diabo",1,NA,1,1,0,NA,NA
"1156_60_1",8,9,"Diabo",1,1,1,1,0,0.8,0.2
"1156_67_1",8,9,"Diabo",1,0,1,1,0,0.6,0.4
"1156_71_1",8,9,"Diabo",1,1,1,1,1,1,0
"1156_8_1",8,9,"Diabo",1,1,0,1,1,0.8,0.2
"1157_19_1",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1157_21_1",8,9,"Diapangou",1,1,1,1,1,1,0
"1157_26_1",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1157_30_1",8,9,"Diapangou",1,1,1,1,1,1,0
"1157_31_1",8,9,"Diapangou",1,1,0,1,0,0.6,0.4
"1157_41_1",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1157_42_1",8,9,"Diapangou",1,1,1,1,1,1,0
"1157_56_1",8,9,"Diapangou",1,1,1,1,1,1,0
"1157_63_1",8,9,"Diapangou",1,1,1,1,1,1,0
"1157_75_1",8,9,"Diapangou",1,1,1,1,1,1,0
"1157_88_1",8,9,"Diapangou",1,1,1,1,1,1,0
"1157_89_1",8,9,"Diapangou",1,1,0,1,1,0.8,0.2
"1158_10_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1158_2_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1158_31_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1158_36_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1158_44_2",8,9,"Diapangou",1,1,1,1,1,1,0
"1158_63_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1158_69_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1158_7_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1158_78_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1158_81_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1158_84_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1158_85_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1159_105_1",8,28,"Diapaga",1,1,1,1,1,1,0
"1159_109_1",8,28,"Diapaga",1,NA,1,1,1,NA,NA
"1159_117_1",8,28,"Diapaga",1,1,1,1,1,1,0
"1159_20_1",8,28,"Diapaga",1,1,1,1,1,1,0
"1159_37_1",8,28,"Diapaga",1,NA,1,1,1,NA,NA
"1159_5_1",8,28,"Diapaga",1,NA,1,1,1,NA,NA
"1159_52_1",8,28,"Diapaga",1,NA,1,1,1,NA,NA
"1159_54_1",8,28,"Diapaga",1,NA,1,1,1,NA,NA
"1159_58_1",8,28,"Diapaga",1,NA,1,1,1,NA,NA
"1159_70_1",8,28,"Diapaga",1,NA,1,1,1,NA,NA
"1159_79_1",8,28,"Diapaga",1,NA,1,1,1,NA,NA
"1159_8_1",8,28,"Diapaga",1,NA,1,1,1,NA,NA
"1160_103_2",8,9,"Diapangou",1,NA,1,1,0,NA,NA
"1160_115_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1160_120_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1160_130_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1160_138_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1160_145_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1160_30_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1160_32_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1160_46_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1160_63_2",8,9,"Diapangou",1,0,1,1,0,0.6,0.4
"1160_82_2",8,9,"Diapangou",1,1,1,1,1,1,0
"1160_98_2",8,9,"Diapangou",1,1,1,1,1,1,0
"1161_12_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1161_15_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1161_28_2",8,9,"Diapangou",1,NA,1,1,0,NA,NA
"1161_40_2",8,9,"Diapangou",1,NA,1,1,0,NA,NA
"1161_41_2",8,9,"Diapangou",1,NA,1,1,0,NA,NA
"1161_44_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1161_5_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1161_52_2",8,9,"Diapangou",1,1,1,1,1,1,0
"1161_56_2",8,9,"Diapangou",1,1,1,1,1,1,0
"1161_78_2",8,9,"Diapangou",1,1,1,1,1,1,0
"1161_83_2",8,9,"Diapangou",1,1,1,1,0,0.8,0.2
"1161_94_2",8,9,"Diapangou",1,NA,1,1,1,NA,NA
"1162_100_1",8,34,"Gayeri",1,NA,1,1,1,NA,NA
"1162_117_1",8,34,"Gayeri",1,NA,1,1,1,NA,NA
"1162_13_1",8,34,"Gayeri",1,NA,1,1,1,NA,NA
"1162_130_1",8,34,"Gayeri",1,NA,1,1,1,NA,NA
"1162_14_1",8,34,"Gayeri",1,NA,1,1,1,NA,NA
"1162_18_1",8,34,"Gayeri",1,NA,1,1,1,NA,NA
"1162_19_1",8,34,"Gayeri",1,NA,1,1,1,NA,NA
"1162_23_1",8,34,"Gayeri",1,NA,1,1,1,NA,NA
"1162_35_1",8,34,"Gayeri",1,NA,0,1,1,NA,NA
"1162_36_1",8,34,"Gayeri",1,NA,0,1,1,NA,NA
"1162_53_1",8,34,"Gayeri",1,NA,0,1,1,NA,NA
"1162_54_1",8,34,"Gayeri",1,NA,0,1,1,NA,NA
"1163_102_2",10,29,"Oula",1,1,0,1,0,0.6,0.4
"1163_113_2",10,29,"Oula",1,1,1,1,0,0.8,0.2
"1163_163_2",10,29,"Oula",1,NA,0,1,1,NA,NA
"1163_200_2",10,29,"Oula",1,1,1,0,1,0.8,0.2
"1163_236_2",10,29,"Oula",1,NA,1,1,1,NA,NA
"1163_239_2",10,29,"Oula",1,1,1,1,0,0.8,0.2
"1163_248_2",10,29,"Oula",1,NA,1,1,1,NA,NA
"1163_3_2",10,29,"Oula",1,1,1,0,0,0.6,0.4
"1163_52_2",10,29,"Oula",1,1,0,1,0,0.6,0.4
"1163_64_2",10,29,"Oula",1,1,1,0,1,0.8,0.2
"1163_68_2",10,29,"Oula",1,1,0,1,1,0.8,0.2
"1163_73_2",10,29,"Oula",1,NA,0,1,1,NA,NA
"1164_13_2",10,45,"Leba",1,NA,1,1,0,NA,NA
"1164_14_2",10,45,"Leba",1,NA,0,1,1,NA,NA
"1164_22_2",10,45,"Leba",1,1,1,1,1,1,0
"1164_24_2",10,45,"Leba",1,1,1,1,1,1,0
"1164_32_2",10,45,"Leba",1,1,1,1,1,1,0
"1164_33_2",10,45,"Leba",1,NA,1,1,1,NA,NA
"1164_37_2",10,45,"Leba",1,NA,1,1,0,NA,NA
"1164_45_2",10,45,"Leba",1,1,1,1,1,1,0
"1164_50_2",10,45,"Leba",1,NA,1,1,0,NA,NA
"1164_51_2",10,45,"Leba",1,1,1,1,1,1,0
"1164_64_2",10,45,"Leba",1,1,1,1,1,1,0
"1164_69_2",10,45,"Leba",1,1,1,1,0,0.8,0.2
"1165_12_2",10,29,"Ouahigouya",1,1,1,1,0,0.8,0.2
"1165_123_2",10,29,"Ouahigouya",1,1,1,1,1,1,0
"1165_15_2",10,29,"Ouahigouya",1,1,1,1,0,0.8,0.2
"1165_151_2",10,29,"Ouahigouya",1,1,1,1,1,1,0
"1165_156_2",10,29,"Ouahigouya",1,1,1,1,1,1,0
"1165_162_2",10,29,"Ouahigouya",1,1,1,1,1,1,0
"1165_164_2",10,29,"Ouahigouya",1,1,1,1,1,1,0
"1165_33_2",10,29,"Ouahigouya",1,1,1,1,0,0.8,0.2
"1165_72_2",10,29,"Ouahigouya",1,1,0,1,0,0.6,0.4
"1165_73_2",10,29,"Ouahigouya",1,1,1,1,0,0.8,0.2
"1165_74_2",10,29,"Ouahigouya",1,1,1,1,0,0.8,0.2
"1165_9_2",10,29,"Ouahigouya",1,1,0,1,1,0.8,0.2
"1166_10_1",10,39,"Titao",1,NA,1,1,1,NA,NA
"1166_11_1",10,39,"Titao",1,NA,1,1,1,NA,NA
"1166_21_1",10,39,"Titao",1,NA,1,1,0,NA,NA
"1166_3_1",10,39,"Titao",1,1,0,0,0,0.4,0.6
"1166_34_1",10,39,"Titao",1,1,1,1,1,1,0
"1166_39_1",10,39,"Titao",1,1,1,1,0,0.8,0.2
"1166_49_1",10,39,"Titao",1,NA,1,1,1,NA,NA
"1166_62_1",10,39,"Titao",1,1,1,1,1,1,0
"1166_74_1",10,39,"Titao",1,1,0,0,0,0.4,0.6
"1166_8_1",10,39,"Titao",1,NA,1,1,1,NA,NA
"1166_88_1",10,39,"Titao",1,1,1,1,1,1,0
"1166_89_1",10,39,"Titao",1,1,1,1,1,1,0
"1167_1_2",10,39,"Titao",1,NA,0,1,0,NA,NA
"1167_17_2",10,39,"Titao",1,1,1,1,1,1,0
"1167_22_2",10,39,"Titao",1,NA,0,1,1,NA,NA
"1167_25_2",10,39,"Titao",1,1,1,1,0,0.8,0.2
"1167_29_2",10,39,"Titao",1,0,0,1,1,0.6,0.4
"1167_32_2",10,39,"Titao",1,1,0,0,0,0.4,0.6
"1167_36_2",10,39,"Titao",1,NA,0,1,1,NA,NA
"1167_51_2",10,39,"Titao",1,NA,1,1,1,NA,NA
"1167_57_2",10,39,"Titao",1,1,0,0,0,0.4,0.6
"1167_6_2",10,39,"Titao",1,1,1,1,0,0.8,0.2
"1167_7_2",10,39,"Titao",1,NA,1,1,1,NA,NA
"1167_8_2",10,39,"Titao",1,NA,1,1,1,NA,NA
"1168_101_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1168_14_2",12,19,"Gorom-Gorom",1,0,1,1,1,0.8,0.2
"1168_18_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1168_2_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1168_23_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1168_25_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1168_29_2",12,19,"Gorom-Gorom",1,1,1,1,0,0.8,0.2
"1168_45_2",12,19,"Gorom-Gorom",1,1,0,1,1,0.8,0.2
"1168_51_2",12,19,"Gorom-Gorom",1,1,0,1,1,0.8,0.2
"1168_56_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1168_95_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1168_97_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_104_2",12,19,"Gorom-Gorom",1,NA,0,1,1,NA,NA
"1169_109_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_125_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_138_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_139_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_40_2",12,19,"Gorom-Gorom",1,0,1,1,1,0.8,0.2
"1169_50_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_52_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_66_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_77_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_8_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1169_83_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_118_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_126_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_148_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_152_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_169_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_197_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_207_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_26_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_59_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_68_2",12,19,"Gorom-Gorom",1,NA,1,1,1,NA,NA
"1170_90_2",12,19,"Gorom-Gorom",1,1,1,1,1,1,0
"1171_120_1",12,24,"Bani",1,1,1,1,0,0.8,0.2
"1171_121_1",12,24,"Bani",1,NA,1,1,1,NA,NA
"1171_129_1",12,24,"Bani",1,1,0,1,1,0.8,0.2
"1171_2_1",12,24,"Bani",1,1,1,1,1,1,0
"1171_20_1",12,24,"Bani",1,NA,1,1,1,NA,NA
"1171_50_1",12,24,"Bani",1,NA,1,1,1,NA,NA
"1171_59_1",12,24,"Bani",1,1,1,1,1,1,0
"1171_6_1",12,24,"Bani",1,1,1,1,1,1,0
"1171_61_1",12,24,"Bani",1,NA,1,1,1,NA,NA
"1171_70_1",12,24,"Bani",1,1,1,1,1,1,0
"1171_87_1",12,24,"Bani",1,NA,1,1,0,NA,NA
"1171_99_1",12,24,"Bani",1,1,1,1,1,1,0
"1172_1_1",12,24,"Dori",1,NA,0,1,1,NA,NA
"1172_11_1",12,24,"Dori",1,NA,0,1,1,NA,NA
"1172_121_1",12,24,"Dori",1,1,0,1,1,0.8,0.2
"1172_18_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1172_27_1",12,24,"Dori",1,1,1,1,1,1,0
"1172_28_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1172_46_1",12,24,"Dori",1,NA,0,1,1,NA,NA
"1172_49_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1172_58_1",12,24,"Dori",1,NA,0,1,1,NA,NA
"1172_86_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1172_88_1",12,24,"Dori",1,1,1,1,1,1,0
"1172_97_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1173_110_1",12,24,"Dori",1,1,1,1,1,1,0
"1173_119_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1173_123_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1173_127_1",12,24,"Dori",1,1,1,1,1,1,0
"1173_179_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1173_43_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1173_48_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1173_60_1",12,24,"Dori",1,1,1,1,1,1,0
"1173_68_1",12,24,"Dori",1,1,1,1,1,1,0
"1173_8_1",12,24,"Dori",1,1,1,1,1,1,0
"1173_81_1",12,24,"Dori",1,NA,1,1,1,NA,NA
"1173_86_1",12,24,"Dori",1,NA,0,1,1,NA,NA
"1174_133_1",12,26,"Djibo",1,NA,1,1,1,NA,NA
"1174_134_1",12,26,"Djibo",1,1,1,1,1,1,0
"1174_138_1",12,26,"Djibo",1,1,1,1,1,1,0
"1174_142_1",12,26,"Djibo",1,1,1,1,1,1,0
"1174_149_1",12,26,"Djibo",1,1,1,1,1,1,0
"1174_15_1",12,26,"Djibo",1,1,1,1,1,1,0
"1174_187_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1174_25_1",12,26,"Djibo",1,1,1,1,1,1,0
"1174_29_1",12,26,"Djibo",1,1,0,1,1,0.8,0.2
"1174_4_1",12,26,"Djibo",1,1,1,1,1,1,0
"1174_43_1",12,26,"Djibo",1,1,0,1,1,0.8,0.2
"1174_48_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1175_125_1",12,26,"Djibo",1,1,1,1,1,1,0
"1175_126_1",12,26,"Djibo",1,1,1,1,1,1,0
"1175_143_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1175_153_1",12,26,"Djibo",1,1,1,1,1,1,0
"1175_156_1",12,26,"Djibo",1,1,1,1,1,1,0
"1175_169_1",12,26,"Djibo",1,1,1,1,1,1,0
"1175_204_1",12,26,"Djibo",1,NA,1,1,1,NA,NA
"1175_232_1",12,26,"Djibo",1,1,1,1,1,1,0
"1175_297_1",12,26,"Djibo",1,1,1,1,1,1,0
"1175_301_1",12,26,"Djibo",1,1,1,1,1,1,0
"1175_36_1",12,26,"Djibo",1,1,1,1,1,1,0
"1175_90_1",12,26,"Djibo",1,1,0,1,0,0.6,0.4
"1176_11_1",12,26,"Djibo",1,1,1,1,1,1,0
"1176_12_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1176_124_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1176_25_1",12,26,"Djibo",1,1,1,1,1,1,0
"1176_39_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1176_40_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1176_64_1",12,26,"Djibo",1,1,1,1,1,1,0
"1176_67_1",12,26,"Djibo",1,1,1,1,1,1,0
"1176_71_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1176_83_1",12,26,"Djibo",1,1,1,1,1,1,0
"1176_86_1",12,26,"Djibo",1,1,1,1,1,1,0
"1176_95_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_16_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_28_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_30_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1177_38_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_39_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_44_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_47_1",12,26,"Djibo",1,1,1,1,0,0.8,0.2
"1177_49_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_5_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_56_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_66_1",12,26,"Djibo",1,1,1,1,1,1,0
"1177_77_1",12,26,"Djibo",1,NA,1,1,1,NA,NA
"1178_11_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_115_1",12,26,"Djibo",1,NA,1,1,1,NA,NA
"1178_121_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_156_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_165_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_46_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_60_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_62_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_63_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_70_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_76_1",12,26,"Djibo",1,1,1,1,1,1,0
"1178_82_1",12,26,"Djibo",1,1,1,1,1,1,0
"1179_10_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1179_103_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1179_116_2",12,43,"Sebba",1,NA,0,1,1,NA,NA
"1179_12_2",12,43,"Sebba",1,0,1,1,1,0.8,0.2
"1179_121_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1179_122_2",12,43,"Sebba",1,NA,0,1,1,NA,NA
"1179_19_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1179_29_2",12,43,"Sebba",1,0,1,1,0,0.6,0.4
"1179_45_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1179_56_2",12,43,"Sebba",1,0,1,1,1,0.8,0.2
"1179_81_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1179_89_2",12,43,"Sebba",1,1,1,1,1,1,0
"1180_110_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1180_132_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1180_135_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1180_136_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1180_138_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1180_154_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1180_172_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1180_190_2",12,43,"Sebba",1,NA,1,1,0,NA,NA
"1180_58_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1180_6_2",12,43,"Sebba",1,NA,NA,1,0,NA,NA
"1180_9_2",12,43,"Sebba",1,NA,NA,1,1,NA,NA
"1181_103_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_23_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_28_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_3_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_33_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_35_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_53_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_55_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_7_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_70_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1181_77_2",12,43,"Sebba",1,NA,NA,1,1,NA,NA
"1181_89_2",12,43,"Sebba",1,NA,NA,1,1,NA,NA
"1182_1_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1182_113_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1182_130_2",12,43,"Sebba",1,NA,1,1,0,NA,NA
"1182_131_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1182_140_2",12,43,"Sebba",1,NA,0,1,1,NA,NA
"1182_143_2",12,43,"Sebba",1,NA,NA,1,0,NA,NA
"1182_26_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1182_27_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1182_33_2",12,43,"Sebba",1,NA,1,1,0,NA,NA
"1182_48_2",12,43,"Sebba",1,NA,NA,1,0,NA,NA
"1182_50_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1182_66_2",12,43,"Sebba",1,NA,NA,1,1,NA,NA
"1183_112_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1183_117_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1183_130_2",12,43,"Sebba",1,NA,0,1,0,NA,NA
"1183_133_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1183_140_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1183_158_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1183_162_2",12,43,"Sebba",1,NA,1,1,0,NA,NA
"1183_188_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1183_20_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1183_96_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1183_97_2",12,43,"Sebba",1,NA,0,1,1,NA,NA
"1183_99_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_102_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_137_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_141_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_144_2",12,43,"Sebba",1,NA,1,1,0,NA,NA
"1184_159_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_164_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_165_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_205_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_42_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_47_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1184_49_2",12,43,"Sebba",1,NA,0,1,1,NA,NA
"1184_9_2",12,43,"Sebba",1,NA,1,1,1,NA,NA
"1185_15_1",8,8,"Bogande",1,NA,1,1,1,NA,NA
"1185_16_1",8,8,"Bogande",1,NA,0,1,1,NA,NA
"1185_20_1",8,8,"Bogande",1,1,0,1,1,0.8,0.2
"1185_21_1",8,8,"Bogande",1,1,0,1,0,0.6,0.4
"1185_24_1",8,8,"Bogande",1,NA,1,1,0,NA,NA
"1185_33_1",8,8,"Bogande",1,1,1,1,1,1,0
"1185_34_1",8,8,"Bogande",1,1,0,1,0,0.6,0.4
"1185_35_1",8,8,"Bogande",1,NA,1,1,0,NA,NA
"1185_4_1",8,8,"Bogande",1,NA,1,1,1,NA,NA
"1185_47_1",8,8,"Bogande",1,NA,1,1,1,NA,NA
"1185_51_1",8,8,"Bogande",1,1,0,1,0,0.6,0.4
"1185_9_1",8,8,"Bogande",1,1,1,1,1,1,0
"586_109_2",1,13,"Djibasso",1,0,0,1,1,0.6,0.4
"586_111_2",1,13,"Djibasso",1,1,1,1,0,0.8,0.2
"586_114_2",1,13,"Djibasso",1,NA,1,1,0,NA,NA
"586_122_2",1,13,"Djibasso",1,0,0,0,0,0.2,0.8
"586_28_2",1,13,"Djibasso",1,0,0,0,0,0.2,0.8
"586_43_2",1,13,"Djibasso",1,NA,1,1,0,NA,NA
"586_44_2",1,13,"Djibasso",1,1,1,1,0,0.8,0.2
"586_5_2",1,13,"Djibasso",1,0,0,0,0,0.2,0.8
"586_52_2",1,13,"Djibasso",1,0,0,1,0,0.4,0.6
"586_82_2",1,13,"Djibasso",1,1,1,0,0,0.6,0.4
"586_83_2",1,13,"Djibasso",1,1,1,0,0,0.6,0.4
"586_99_2",1,13,"Djibasso",1,1,0,1,0,0.6,0.4
"587_28_2",1,31,"Bagassi",1,NA,1,1,1,NA,NA
"587_32_2",1,31,"Bagassi",1,NA,1,1,1,NA,NA
"587_43_2",1,31,"Bagassi",1,NA,1,1,1,NA,NA
"587_44_2",1,31,"Bagassi",1,NA,1,1,1,NA,NA
"587_5_2",1,31,"Bagassi",1,NA,1,1,1,NA,NA
"587_50_2",1,31,"Bagassi",1,NA,1,1,1,NA,NA
"587_52_2",1,31,"Bagassi",1,NA,1,1,0,NA,NA
"587_56_2",1,31,"Bagassi",1,NA,1,1,0,NA,NA
"587_65_2",1,31,"Bagassi",1,NA,1,1,1,NA,NA
"587_82_2",1,31,"Bagassi",1,1,1,1,0,0.8,0.2
"587_83_2",1,31,"Bagassi",1,0,1,1,0,0.6,0.4
"587_94_2",1,31,"Bagassi",1,NA,1,1,1,NA,NA
"588_111_1",1,13,"Nouna",1,0,1,1,0,0.6,0.4
"588_122_1",1,13,"Nouna",1,1,1,1,0,0.8,0.2
"588_131_1",1,13,"Nouna",1,1,1,1,0,0.8,0.2
"588_135_1",1,13,"Nouna",1,1,1,1,1,1,0
"588_28_1",1,13,"Nouna",1,NA,1,1,0,NA,NA
"588_32_1",1,13,"Nouna",1,NA,1,1,1,NA,NA
